,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr
2907,2923,2637,6032,VA
2908,1741,2532,4444,VA
2909,1347,2213,3651,VA
2910,74640,14254,94724,VA
2911,16787,30857,50149,VA
2912,23403,16045,41728,VA
2913,3506,6671,10685,VA
2914,9361,25269,36536,VA
2915,2328,9516,12195,VA
2916,4212,7225,12129,VA
2917,1579,8242,10055,VA
2918,5269,14078,20335,VA
2919,2661,9747,12825,VA
2920,3595,5035,8872,VA
2921,24204,34619,62083,VA
2922,27879,33840,65350,VA
2923,5329,5129,11144,VA
2924,23012,17206,41929,VA
2925,2069,1785,3976,VA
2926,2874,2055,5036,VA
2927,2895,15160,18495,VA
2928,76744,84389,171876,VA
2929,5165,11762,17791,VA
2930,5548,19309,25715,VA
2931,3762,4798,9114,VA
2932,3723,4331,8291,VA
2933,5199,1921,7534,VA
2934,5161,4786,10574,VA
2935,2687,11983,14991,VA
2936,2765,10044,13250,VA
2937,12989,18823,34062,VA
2938,11217,5297,17592,VT
2939,9539,5925,16345,VT
2940,6445,5533,12966,VT
2941,54463,18298,77263,VT
2942,1019,1506,2706,VT
2943,9351,8752,19373,VT
2944,2094,1487,3778,VT
2945,7241,3570,11641,VT
2946,7522,4997,13464,VT
2947,5181,5158,10988,VT
2948,13629,12471,27660,VT
2949,18594,7993,28654,VT
2950,14340,5462,21151,VT
2951,17544,8604,27832,VT
2952,1118,2740,4081,WA
2953,3118,5712,9684,WA
2954,25173,45594,76907,WA
2955,10770,15070,27415,WA
2956,15154,15685,32985,WA
2957,90697,90590,195784,WA
2958,523,1491,2171,WA
2959,17842,24066,45485,WA
2960,3600,7208,11467,WA
2961,1091,2178,3560,WA
2962,7839,11358,20584,WA
2963,276,841,1232,WA
2964,7768,18482,28260,WA
2965,11378,13269,26736,WA
2966,20766,18259,42425,WA
2967,12556,5986,20100,WA
2968,657149,197781,910823,WA
2969,60561,46762,118625,WA
2970,7190,9845,18334,WA
2971,3781,5390,9859,WA
2972,7236,16273,24995,WA
2973,1238,4095,5692,WA
2974,11872,13539,27767,WA
2975,3980,6305,10893,WA
2976,4597,5338,10667,WA
2977,1932,4364,6788,WA
2978,160306,136046,322592,WA
2979,7053,2651,10589,WA
2980,26076,24330,54831,WA
2981,2207,2910,5587,WA
2982,167943,116433,309496,WA
2983,86590,103846,208081,WA
2984,4348,11059,16438,WA
2985,65015,46219,122301,WA
2986,824,1328,2333,WA
2987,7550,10775,19718,WA
2988,59402,40247,108223,WA
2989,5521,5462,12128,WA
2990,28484,39593,72306,WA
2991,3780,5983,10107,WI
2992,4136,3428,7926,WI
2993,7881,13595,22514,WI
2994,4953,4125,9491,WI
2995,53358,67192,127497,WI
2996,2531,4049,6921,WI
2997,2948,5412,8719,WI
2998,9634,15345,26429,WI
2999,11875,17912,31471,WI
3000,4225,8645,13548,WI
3001,13525,14160,29287,WI
3002,3426,3844,7678,WI
3003,217506,71270,304729,WI
3004,13968,26643,42818,WI
3005,8026,8584,17398,WI
3006,11342,9657,22185,WI
3007,9025,11487,22029,WI
3008,27271,23301,54080,WI
3009,666,1897,2651,WI
3010,17391,31044,51094,WI
3011,1583,2787,4507,WI
3012,10047,12347,24051,WI
3013,9121,8693,18791,WI
3014,2700,6210,9315,WI
3015,6669,4809,12123,WI
3016,1273,2090,3477,WI
3017,3821,4907,9202,WI
3018,16559,23409,42324,WI
3019,4100,7188,11736,WI
3020,35770,36025,75825,WI
3021,3623,6616,10742,WI
3022,32402,26384,62785,WI
3023,3288,3977,7602,WI
3024,3260,6436,10093,WI
3025,5370,8400,14563,WI
3026,14563,23234,39991,WI
3027,26476,39010,68849,WI
3028,6243,12995,19979,WI
3029,2808,4712,7813,WI
3030,1003,269,1279,WI
3031,288986,126091,434970,WI
3032,7047,11442,19554,WI
3033,5886,13255,19924,WI
3034,8103,11677,20837,WI
3035,38117,51579,95162,WI
3036,20167,30458,53368,WI
3037,1345,2228,3746,WI
3038,8380,11260,21089,WI
3039,7568,13864,22691,WI
3040,18524,17310,38123,WI
3041,2671,4562,7560,WI
3042,42506,46620,93678,WI
3043,3577,4021,7962,WI
3044,39336,31483,75043,WI
3045,2171,4564,7029,WI
3046,16050,15871,33848,WI
3047,2846,4625,7767,WI
3048,6056,12742,19697,WI
3049,22636,32368,58290,WI
3050,17496,26123,46819,WI
3051,2398,6589,9417,WI
3052,5645,7370,13581,WI
3053,6351,6994,14193,WI
3054,4769,8169,13453,WI
3055,18706,28848,50570,WI
3056,3283,5404,9059,WI
3057,20854,51729,76246,WI
3058,79199,145519,236269,WI
3059,8303,16013,25491,WI
3060,3802,7669,11961,WI
3061,37054,43447,85892,WI
3062,14232,21502,37712,WI
3063,1213,4509,6024,WV
3064,12287,28210,42770,WV
3065,1783,6483,8654,WV
3066,1315,3516,5063,WV
3067,2549,6574,9540,WV
3068,11306,19648,32701,WV
3069,456,2023,2604,WV
3070,566,2289,2958,WV
3071,360,2347,2826,WV
3072,4246,10263,15187,WV
3073,537,1889,2528,WV
3074,510,4338,4945,WV
3075,3743,9499,13984,WV
3076,1576,6646,8557,WV
3077,3247,8870,12642,WV
3078,1249,4544,6022,WV
3079,7675,18687,27868,WV
3080,2648,8959,12108,WV
3081,9458,13144,24007,WV
3082,27985,43464,74996,WV
3083,1336,5245,6885,WV
3084,1435,5257,6988,WV
3085,2082,9866,12315,WV
3086,6926,14592,22910,WV
3087,2894,9565,13083,WV
3088,2069,7597,10115,WV
3089,1429,4614,6179,WV
3090,4689,17362,22919,WV
3091,2019,8957,11410,WV
3092,1365,7876,9469,WV
3093,14568,18278,35733,WV
3094,1089,4337,5670,WV
3095,1568,5718,7635,WV
3096,1821,7169,9385,WV
3097,5452,11077,17819,WV
3098,726,2388,3212,WV
3099,620,2342,3130,WV
3100,924,2474,3619,WV
3101,2462,9501,12611,WV
3102,5784,17455,24443,WV
3103,6362,21835,29311,WV
3104,2724,7583,10816,WV
3105,490,3376,4040,WV
3106,1220,3772,5234,WV
3107,1186,3444,4847,WV
3108,1483,4701,6498,WV
3109,750,2557,3464,WV
3110,505,2967,3621,WV
3111,1763,6971,9180,WV
3112,3334,11077,15080,WV
3113,554,2284,2955,WV
3114,1348,4461,6191,WV
3115,383,1903,2410,WV
3116,8327,25168,35256,WV
3117,1061,6527,7809,WV
3118,6888,7601,16420,WY
3119,594,4067,5079,WY
3120,1324,15778,17935,WY
3121,1279,4409,6200,WY
3122,668,5520,6552,WY
3123,271,3347,3771,WY
3124,4200,11167,16543,WY
3125,924,4418,5708,WY
3126,400,1939,2535,WY
3127,638,3477,4349,WY
3128,11572,24844,39945,WY
3129,1105,6779,8398,WY
3130,6573,23523,32493,WY
3131,115,1116,1297,WY
3132,2535,11115,14634,WY
3133,719,3437,4460,WY
3134,2926,10266,14187,WY
3135,644,3409,4297,WY
3136,3233,12153,16661,WY
3137,7313,3920,12176,WY
3138,1202,6154,8053,WY
3139,532,2911,3715,WY
3140,294,2898,3334,WY
